                Year                 Doy        Cinput(gC/s)      Foliage(gC/m2)        Woody(gC/m2)   Met_litter(gC/m2)   Str_litter(gC/m2)    Fast_soil(gC/m2)    Slow_soil(gC/m2)    Pass_soil(gC/m2)          I(gC/m2/s)  Residence time(yr)     Capacity(gC/m2)    Potential(gC/m2)
                1352                 365     0.224500000E-04     0.495940907E+03     0.106571566E+05     0.289610045E+02     0.155969784E+04     0.107657858E+03     0.706804629E+04     0.733560687E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.118265740E-01
                1353                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673749E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.626529998E-03
                1354                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674443E+03     0.706804134E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.135216407E-03
                1355                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674473E+03     0.706804133E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.110775919E-03
                1356                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674474E+03     0.706804133E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.106831285E-03
                1357                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674475E+03     0.706804134E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.103887862E-03
                1358                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804134E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.101080008E-03
                1359                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804134E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.983608422E-04
                1360                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289597144E+02     0.155969784E+04     0.107672156E+03     0.706804221E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.957225522E-04
                1361                 365     0.224500000E-04     0.495940906E+03     0.106571566E+05     0.289012153E+02     0.155969784E+04     0.107353060E+03     0.706814542E+04     0.733560817E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.278539120E+00
                1362                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610053E+02     0.155969784E+04     0.107658524E+03     0.706804610E+04     0.733560687E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.113481365E-01
                1363                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673778E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.596795845E-03
                1364                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674444E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.125310656E-03
                1365                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674473E+03     0.706804134E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.101983480E-03
                1366                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674474E+03     0.706804134E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.983211543E-04
                1367                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804134E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.956131023E-04
                1368                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.930301140E-04
                1369                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.905281731E-04
                1370                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289597587E+02     0.155969784E+04     0.107672255E+03     0.706804219E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.881003303E-04
                1371                 365     0.224500000E-04     0.495940907E+03     0.106571566E+05     0.289032344E+02     0.155969784E+04     0.107366219E+03     0.706814122E+04     0.733560811E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.267507486E+00
                1372                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610060E+02     0.155969784E+04     0.107659163E+03     0.706804592E+04     0.733560687E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.108891230E-01
                1373                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673806E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.568619243E-03
                1374                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674445E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.116159547E-03
                1375                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674473E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.938895886E-04
                1376                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674475E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.904878453E-04
                1377                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.879961120E-04
                1378                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.856199182E-04
                1379                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.833178292E-04
                1380                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289598015E+02     0.155969784E+04     0.107672350E+03     0.706804216E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.810836549E-04
                1381                 365     0.224500000E-04     0.495940907E+03     0.106571566E+05     0.289051857E+02     0.155969784E+04     0.107378844E+03     0.706813720E+04     0.733560806E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.256910920E+00
                1382                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610067E+02     0.155969784E+04     0.107659777E+03     0.706804574E+04     0.733560687E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.104487382E-01
                1383                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673833E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.541908276E-03
                1384                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674447E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.107704133E-03
                1385                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674473E+03     0.706804135E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.864385860E-04
                1386                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674475E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.832774702E-04
                1387                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.809845911E-04
                1388                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.787985805E-04
                1389                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.766803792E-04
                1390                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289598429E+02     0.155969784E+04     0.107672441E+03     0.706804213E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.746244535E-04
                1391                 365     0.224500000E-04     0.495940907E+03     0.106571566E+05     0.289070714E+02     0.155969784E+04     0.107390957E+03     0.706813333E+04     0.733560801E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.246732442E+00
                1392                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610074E+02     0.155969784E+04     0.107660366E+03     0.706804557E+04     0.733560686E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.100262207E-01
                1393                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673859E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.516577402E-03
                1394                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674448E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.998904043E-04
                1395                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674473E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.795795494E-04
                1396                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804136E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.766407470E-04
                1397                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.745306836E-04
                1398                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.725195963E-04
                1399                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.705705812E-04
                1400                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289598829E+02     0.155969784E+04     0.107672528E+03     0.706804211E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.686786671E-04
                1401                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289088938E+02     0.155969784E+04     0.107402579E+03     0.706812962E+04     0.733560796E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.236955719E+00
                1402                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610081E+02     0.155969784E+04     0.107660932E+03     0.706804541E+04     0.733560686E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.962084058E-02
                1403                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673883E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.492546829E-03
                1404                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674449E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.926687415E-04
                1405                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674474E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.732657038E-04
                1406                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.705323707E-04
                1407                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.685903955E-04
                1408                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.667401875E-04
                1409                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.649468384E-04
                1410                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289599215E+02     0.155969784E+04     0.107672612E+03     0.706804208E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.632058695E-04
                1411                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289106550E+02     0.155969784E+04     0.107413729E+03     0.706812606E+04     0.733560791E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.227565043E+00
                1412                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289610087E+02     0.155969784E+04     0.107661475E+03     0.706804525E+04     0.733560686E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.923189788E-02
                1413                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673907E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.469741388E-03
                1414                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674450E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.859928975E-04
                1415                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674474E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.674534632E-04
                1416                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804137E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.649101232E-04
                1417                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.631227176E-04
                1418                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.614204884E-04
                1419                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.597703675E-04
                1420                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289599589E+02     0.155969784E+04     0.107672692E+03     0.706804206E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.581683097E-04
                1421                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289123570E+02     0.155969784E+04     0.107424427E+03     0.706812264E+04     0.733560787E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.218545306E+00
                1422                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610094E+02     0.155969784E+04     0.107661997E+03     0.706804510E+04     0.733560686E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.885872210E-02
                1423                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673930E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.448091292E-03
                1424                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674451E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.798207638E-04
                1425                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674474E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.621032021E-04
                1426                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.597356089E-04
                1427                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.580903517E-04
                1428                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.565242396E-04
                1429                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.550059017E-04
                1430                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289599950E+02     0.155969784E+04     0.107672768E+03     0.706804204E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.535316746E-04
                1431                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289140017E+02     0.155969784E+04     0.107434689E+03     0.706811936E+04     0.733560783E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.209881980E+00
                1432                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610100E+02     0.155969784E+04     0.107662498E+03     0.706804496E+04     0.733560686E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.850067033E-02
                1433                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673952E+03     0.706804154E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.427531080E-03
                1434                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674452E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.741133872E-04
                1435                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674474E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.571782556E-04
                1436                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804138E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.549732981E-04
                1437                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.534587827E-04
                1438                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.520178835E-04
                1439                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.506207988E-04
                1440                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289600299E+02     0.155969784E+04     0.107672842E+03     0.706804201E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.492642130E-04
                1441                 365     0.224500000E-04     0.495940908E+03     0.106571566E+05     0.289155911E+02     0.155969784E+04     0.107444534E+03     0.706811621E+04     0.733560779E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.201561096E+00
                1442                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610105E+02     0.155969784E+04     0.107662978E+03     0.706804482E+04     0.733560685E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.815712591E-02
                1443                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673973E+03     0.706804153E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.407999088E-03
                1444                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674453E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.688344887E-04
                1445                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674474E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.526445117E-04
                1446                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.505901231E-04
                1447                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.491958588E-04
                1448                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.478701303E-04
                1449                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.465846103E-04
                1450                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289600636E+02     0.155969784E+04     0.107672912E+03     0.706804199E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.453362718E-04
                1451                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289171271E+02     0.155969784E+04     0.107453978E+03     0.706811318E+04     0.733560775E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.193569223E+00
                1452                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610111E+02     0.155969784E+04     0.107663440E+03     0.706804469E+04     0.733560685E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.782749823E-02
                1453                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107673993E+03     0.706804153E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.389438202E-03
                1454                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674454E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.639513207E-04
                1455                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674474E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.484712014E-04
                1456                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.465562503E-04
                1457                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804139E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.452726087E-04
                1458                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.440528358E-04
                1459                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.428699671E-04
                1460                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289600962E+02     0.155969784E+04     0.107672979E+03     0.706804197E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.417212446E-04
                1461                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289186113E+02     0.155969784E+04     0.107463038E+03     0.706811028E+04     0.733560771E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.185893447E+00
                1462                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610116E+02     0.155969784E+04     0.107663883E+03     0.706804456E+04     0.733560685E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.751122074E-02
                1463                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674012E+03     0.706804153E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.371794573E-03
                1464                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610270E+02     0.155969784E+04     0.107674455E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.594333592E-04
                1465                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674474E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.446297220E-04
                1466                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.428439635E-04
                1467                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.416620928E-04
                1468                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.405397859E-04
                1469                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804140E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.394513711E-04
                1470                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289601276E+02     0.155969784E+04     0.107673044E+03     0.706804195E+04     0.733560682E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.383943198E-04
                1471                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289200456E+02     0.155969784E+04     0.107471729E+03     0.706810749E+04     0.733560767E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.178521351E+00
