                Year                 Doy        Cinput(gC/s)      Foliage(gC/m2)        Woody(gC/m2)   Met_litter(gC/m2)   Str_litter(gC/m2)    Fast_soil(gC/m2)    Slow_soil(gC/m2)    Pass_soil(gC/m2)          I(gC/m2/s)  Residence time(yr)     Capacity(gC/m2)    Potential(gC/m2)
                 107                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 108                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 109                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 110                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 111                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                 112                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 113                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 114                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 115                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 116                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 117                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 118                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 119                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 120                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 121                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                 122                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 123                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 124                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 125                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 126                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 127                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 128                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 129                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 130                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 131                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                 132                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 133                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 134                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 135                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 136                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 137                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 138                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 139                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 140                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 141                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                 142                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 143                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 144                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 145                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 146                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 147                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 148                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 149                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 150                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 151                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                 152                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 153                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 154                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 155                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 156                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 157                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 158                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 159                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                 160                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
